,asset,strike_pct,duration,util,mood,option_type,train_start_date,train_end_date
145,EOS,10.0,1,0.5,bull,put,2017-10-23,2018-10-23
146,EOS,10.0,7,0.5,bear,put,2018-04-29,2019-04-29
147,EOS,10.0,7,0.5,bull,put,2017-10-23,2018-10-23
148,EOS,10.0,14,0.5,bear,put,2018-04-29,2019-04-29
149,EOS,10.0,14,0.5,bull,put,2017-10-23,2018-10-23
150,EOS,10.0,30,0.5,bear,put,2018-04-29,2019-04-29
151,EOS,10.0,30,0.5,bull,put,2017-10-23,2018-10-23
152,EOS,20.0,1,0.5,bear,put,2018-04-29,2019-04-29
153,EOS,20.0,1,0.5,bull,put,2017-10-23,2018-10-23
154,EOS,20.0,7,0.5,bear,put,2018-04-29,2019-04-29
155,EOS,20.0,7,0.5,bull,put,2017-10-23,2018-10-23
156,EOS,20.0,14,0.5,bear,put,2018-04-29,2019-04-29
157,EOS,20.0,14,0.5,bull,put,2017-10-23,2018-10-23
158,EOS,20.0,30,0.5,bear,put,2018-04-29,2019-04-29
159,EOS,20.0,30,0.5,bull,put,2017-10-23,2018-10-23
160,EUR/USD,-20.0,1,0.5,bear,put,2018-02-16,2019-02-16
161,EUR/USD,-20.0,1,0.5,bull,put,2017-03-09,2018-03-09
162,EUR/USD,-20.0,7,0.5,bear,put,2018-02-16,2019-02-16
163,EUR/USD,-20.0,7,0.5,bull,put,2017-03-09,2018-03-09
164,EUR/USD,-20.0,14,0.5,bear,put,2018-02-16,2019-02-16
165,EUR/USD,-20.0,14,0.5,bull,put,2017-03-09,2018-03-09
166,EUR/USD,-20.0,30,0.5,bear,put,2018-02-16,2019-02-16
167,EUR/USD,-20.0,30,0.5,bull,put,2017-03-09,2018-03-09
168,EUR/USD,-10.0,1,0.5,bear,put,2018-02-16,2019-02-16
169,EUR/USD,-10.0,1,0.5,bull,put,2017-03-09,2018-03-09
170,EUR/USD,-10.0,7,0.5,bear,put,2018-02-16,2019-02-16
171,EUR/USD,-10.0,7,0.5,bull,put,2017-03-09,2018-03-09
172,EUR/USD,-10.0,14,0.5,bear,put,2018-02-16,2019-02-16
173,EUR/USD,-10.0,14,0.5,bull,put,2017-03-09,2018-03-09
174,EUR/USD,-10.0,30,0.5,bear,put,2018-02-16,2019-02-16
175,EUR/USD,-10.0,30,0.5,bull,put,2017-03-09,2018-03-09
176,EUR/USD,0.0,1,0.5,bear,put,2018-02-16,2019-02-16
177,EUR/USD,0.0,1,0.5,bull,put,2017-03-09,2018-03-09
178,EUR/USD,0.0,7,0.5,bear,put,2018-02-16,2019-02-16
179,EUR/USD,0.0,7,0.5,bull,put,2017-03-09,2018-03-09
180,EUR/USD,0.0,14,0.5,bear,put,2018-02-16,2019-02-16
181,EUR/USD,0.0,14,0.5,bull,put,2017-03-09,2018-03-09
182,EUR/USD,0.0,30,0.5,bear,put,2018-02-16,2019-02-16
183,EUR/USD,0.0,30,0.5,bull,put,2017-03-09,2018-03-09
184,EUR/USD,10.0,1,0.5,bear,put,2018-02-16,2019-02-16
185,EUR/USD,10.0,1,0.5,bull,put,2017-03-09,2018-03-09
186,EUR/USD,10.0,7,0.5,bear,put,2018-02-16,2019-02-16
187,EUR/USD,10.0,7,0.5,bull,put,2017-03-09,2018-03-09
188,EUR/USD,10.0,14,0.5,bear,put,2018-02-16,2019-02-16
189,EUR/USD,10.0,14,0.5,bull,put,2017-03-09,2018-03-09
190,EUR/USD,10.0,30,0.5,bear,put,2018-02-16,2019-02-16
191,EUR/USD,10.0,30,0.5,bull,put,2017-03-09,2018-03-09
192,EUR/USD,20.0,1,0.5,bear,put,2018-02-16,2019-02-16
193,EUR/USD,20.0,1,0.5,bull,put,2017-03-09,2018-03-09
194,EUR/USD,20.0,7,0.5,bear,put,2018-02-16,2019-02-16
195,EUR/USD,20.0,7,0.5,bull,put,2017-03-09,2018-03-09
196,EUR/USD,20.0,14,0.5,bear,put,2018-02-16,2019-02-16
197,EUR/USD,20.0,14,0.5,bull,put,2017-03-09,2018-03-09
198,EUR/USD,20.0,30,0.5,bear,put,2018-02-16,2019-02-16
199,EUR/USD,20.0,30,0.5,bull,put,2017-03-09,2018-03-09
200,Gold,-20.0,1,0.5,bear,put,2017-09-08,2018-09-08
201,Gold,-20.0,1,0.5,bull,put,2018-08-16,2019-08-16
202,Gold,-20.0,7,0.5,bear,put,2017-09-08,2018-09-08
203,Gold,-20.0,7,0.5,bull,put,2018-08-16,2019-08-16
204,Gold,-20.0,14,0.5,bear,put,2017-09-08,2018-09-08
205,Gold,-20.0,14,0.5,bull,put,2018-08-16,2019-08-16
206,Gold,-20.0,30,0.5,bear,put,2017-09-08,2018-09-08
207,Gold,-20.0,30,0.5,bull,put,2018-08-16,2019-08-16
208,Gold,-10.0,1,0.5,bear,put,2017-09-08,2018-09-08
209,Gold,-10.0,1,0.5,bull,put,2018-08-16,2019-08-16
210,Gold,-10.0,7,0.5,bear,put,2017-09-08,2018-09-08
211,Gold,-10.0,7,0.5,bull,put,2018-08-16,2019-08-16
212,Gold,-10.0,14,0.5,bear,put,2017-09-08,2018-09-08
213,Gold,-10.0,14,0.5,bull,put,2018-08-16,2019-08-16
214,Gold,-10.0,30,0.5,bear,put,2017-09-08,2018-09-08
215,Gold,-10.0,30,0.5,bull,put,2018-08-16,2019-08-16
